video,frame,t_sec,cx_px,cy_px,mask_area,vx_px_per_s,vy_px_per_s,ax_px_per_s2,ay_px_per_s2
G1_EarthFall_Grok,0,0.0,375.4912907928796,200.6691423523555,2347.570556640625,383.68054083039317,-966.9915150925984,-9166.602482474662,26348.711088827687
G1_EarthFall_Grok,1,0.0416666666666666,391.477979994146,160.3778292234973,5281.99267578125,1.7387707272828266,353.7725644328834,-6911.868557923452,17001.641907221914
G1_EarthFall_Grok,2,0.0833333333333333,375.6361883534864,230.15018938842934,2289.463134765625,-192.30850566322715,959.8682978810157,-61.915061668703814,9243.659241281763
G1_EarthFall_Grok,3,0.125,375.45227118887703,240.3668540469153,2295.085693359375,-3.4208177451091615,234.2142003981594,2290.780820041421,3074.763091007233
G1_EarthFall_Grok,4,0.1666666666666666,375.35112020806065,249.6680394216093,2326.4970703125,-1.4101039931083506,200.43748109776698,40.09526665156958,-1505.0465436016748
G1_EarthFall_Grok,5,0.2083333333333333,375.3347625227847,257.0699774717292,2310.30322265625,-0.07954552414503269,163.43394313165982,-10.813931703160012,-4495.76966254499
G1_EarthFall_Grok,6,0.25,375.3444914143819,263.287534682581,2290.93359375,-2.311264968371688,130.69107093364482,25.36966689936529,-3759.703783927265
G1_EarthFall_Grok,7,0.2916666666666667,375.1421571087537,267.96090004953294,2313.06005859375,2.0345933841354054,92.34549259174264,55.205021805908416,-1028.3227652491946
G1_EarthFall_Grok,8,0.3333333333333333,375.51404086305985,270.9829923985596,2325.162109375,2.289153515454018,50.31860758986477,-41.40417462246836,-246.2630675100676
G1_EarthFall_Grok,9,0.375,375.3329199017082,272.15411734868826,2334.5400390625,-1.415754501070296,9.328297926181676,-17.01302472877068,-973.6119924694167
G1_EarthFall_Grok,10,0.4166666666666667,375.396061321304,271.7603505590747,2339.939208984375,0.8714014547231272,-26.69573646138815,30.826267337542934,-983.3199103841536
G1_EarthFall_Grok,11,0.4583333333333333,375.4055366896018,269.92947264357264,2340.90234375,1.1531011103916171,-65.8603671147639,7.077890793963892,-964.2180979060703
G1_EarthFall_Grok,12,0.5,375.4921530805032,266.27198663284435,2333.71728515625,1.4612256875534513,-111.77170829690567,4.88056786796005,-946.3254655142506
G1_EarthFall_Grok,13,0.5416666666666666,375.5273054968979,260.61516361883054,2325.18701171875,1.5598150993882882,-154.2234002232458,-13.40534587538418,-957.8715343797554
G1_EarthFall_Grok,14,0.5833333333333334,375.622137672119,253.42003661424053,2322.71630859375,0.3441135312714323,-189.63847149619596,-29.479833789580866,-969.0362999026939
G1_EarthFall_Grok,15,0.625,375.55598162450383,244.81195766081422,2331.093505859375,-0.8968377164101184,-225.0338644372564,5.551396092309011,-961.2775025761363
G1_EarthFall_Grok,16,0.6666666666666666,375.54740119575143,234.6672145778025,2314.138427734375,0.8067298722971827,-264.851584776211,46.14329546556107,-947.6695681102204
G1_EarthFall_Grok,17,0.7083333333333334,375.62320911386195,222.74099226279662,2344.34716796875,2.948436905719973,-312.13404496328076,-12.508180403652823,-963.8407826355515
G1_EarthFall_Grok,18,0.75,375.79310427122806,208.65604416419575,2342.339111328125,-0.2356184946738722,-351.7949190806662,-29.176314046224455,-999.6638120230238
G1_EarthFall_Grok,19,0.7916666666666666,375.60357423930583,193.42474900607448,2347.09765625,0.5170774018679367,-388.3691705441056,35.48171193193406,-994.1385923280397
G1_EarthFall_Grok,20,0.8333333333333334,375.8361940547171,176.29194661885361,2353.2021484375,2.721190832987304,-429.1255345939437,51.68955202995855,-952.6437783696521
G1_EarthFall_Grok,21,0.875,375.8303401420547,157.66428778991252,2349.833984375,4.8245400710311515,-470.6434365924556,14.807637568246733,-996.8198614946645
G1_EarthFall_Grok,22,0.9166666666666666,376.2382390606364,137.07166023614903,2360.08935546875,3.9551606303411972,-510.8394698578579,-33.079220277577356,-1274.9573704404584
G1_EarthFall_Grok,23,0.9583333333333334,376.15993686124983,115.09433196842431,2387.09033203125,2.0679383812330343,-540.5661310201103,-2.153802666230945,-1231.5286136023876
G1_EarthFall_Grok,24,1.0,376.4105672590724,92.0244826511398,2369.8154296875,3.7756770748219424,-563.6444305168933,25.071957440952275,-81.27868872973986
G1_EarthFall_Grok,25,1.0416666666666667,376.474576617485,68.12396275868318,2358.653564453125,4.157268167979055,-590.7356602904315,61.33793372851539,1692.8991564891999
G1_EarthFall_Grok,26,1.0833333333333333,376.75700627307066,42.79651096027055,2442.869873046875,8.887171552198197,-602.1640620707151,22.97807711774344,3211.8888102058486
G1_EarthFall_Grok,27,1.125,377.2151742468348,17.9436242527903,2473.8623046875,6.072107927790967,-506.16606676727247,-59.410728963422926,4223.164590543076
G1_EarthFall_Grok,28,1.1666666666666667,377.2630152670532,0.6160053963311043,2325.4287109375,3.9362774719129447,-129.22082789966174,-81.73112401695494,4690.101642049886
G1_EarthFall_Grok,29,1.2083333333333333,377.54319736949424,7.17522192781837,2465.297607421875,-0.7388190736219258,253.54548974101996,-132.50564889814632,4534.996498752485
G1_EarthFall_Grok,30,1.25,377.201447010918,21.74479620808279,2417.950439453125,-7.105859936265915,367.30478969119673,-50.635294091123704,3670.3419251424025
